Airline,Arrival,Departure,Duration,Price,Date,From
Air India,06:35,08:15,1h 40m,₹ 6100,23-Jan,Mumbai (BOM)
Air India,15:25,17:20,1h 55m,₹ 6100,23-Jan,Mumbai (BOM)
Air India,06:00,07:40,1h 40m,₹ 3949,23-Jan,Mumbai (BOM)
Air India,07:55,09:45,1h 50m,₹ 3949,23-Jan,Mumbai (BOM)
Air India,12:00,13:50,1h 50m,₹ 3949,23-Jan,Mumbai (BOM)
Air India,15:25,17:20,1h 55m,₹ 3949,23-Jan,Mumbai (BOM)
Air India,17:30,19:25,1h 55m,₹ 3949,23-Jan,Mumbai (BOM)
Air India Express,21:20,01:25,4h 5m,₹ 3406,23-Jan,Mumbai (BOM)
Air India Express,17:50,22:15,4h 25m,₹ 3875,23-Jan,Mumbai (BOM)
Air India Express,12:00,22:15,10h 15m,₹ 6123,24-Jan,Mumbai (BOM)
Air India Express,07:40,13:10,5h 30m,₹ 9125,24-Jan,Mumbai (BOM)
IndiGo,20:55,00:45,3h 50m,₹ 4320,24-Jan,Mumbai (BOM)
IndiGo,00:05,01:55,1h 50m,₹ 4538,24-Jan,New Delhi (DEL)
IndiGo,10:40,15:20,4h 40m,₹ 4538,24-Jan,New Delhi (DEL)
IndiGo,22:00,23:55,1h 55m,₹ 4538,24-Jan,New Delhi (DEL)
IndiGo,04:25,09:35,5h 10m,₹ 4591,24-Jan,New Delhi (DEL)
SpiceJet Ltd,01:30,03:40,2h 10m,₹ 3799,24-Jan,New Delhi (DEL)
SpiceJet Ltd,18:25,20:35,2h 10m,₹ 3799,24-Jan,New Delhi (DEL)
SpiceJet Ltd,22:30,00:30,2h 0m,₹ 4413,24-Jan,New Delhi (DEL)
SpiceJet Ltd,12:40,14:40,2h 0m,₹ 4623,24-Jan,New Delhi (DEL)
Air India,06:00,07:40,1h 40m,₹ 3949,24-Jan,New Delhi (DEL)
Air India,06:35,08:15,1h 40m,₹ 3949,24-Jan,New Delhi (DEL)
Air India,07:55,09:45,1h 50m,₹ 3949,24-Jan,New Delhi (DEL)
Air India,12:00,13:50,1h 50m,₹ 3949,24-Jan,New Delhi (DEL)
Air India,15:25,17:20,1h 55m,₹ 3949,24-Jan,New Delhi (DEL)
Air India Express,21:20,01:25,4h 5m,₹ 3863,24-Jan,New Delhi (DEL)
Air India Express,17:50,22:15,4h 25m,₹ 4184,24-Jan,New Delhi (DEL)
Air India Express,12:00,22:15,10h 15m,₹ 9070,24-Jan,New Delhi (DEL)
Air India Express,07:40,13:10,5h 30m,₹ 9623,24-Jan,New Delhi (DEL)
IndiGo,19:20,23:50,4h 30m,₹ 3515,25-Jan,New Delhi (DEL)
IndiGo,00:05,01:55,1h 50m,₹ 4538,25-Jan,New Delhi (DEL)
IndiGo,10:40,15:20,4h 40m,₹ 4538,25-Jan,New Delhi (DEL)
IndiGo,22:00,23:55,1h 55m,₹ 4538,25-Jan,New Delhi (DEL)
IndiGo,06:10,10:30,4h 20m,₹ 4591,25-Jan,New Delhi (DEL)
Air India Express,21:20,01:25,4h 5m,₹ 3606,25-Jan,New Delhi (DEL)
SpiceJet Ltd,01:30,03:40,2h 10m,₹ 4203,25-Jan,New Delhi (DEL)
SpiceJet Ltd,22:30,00:30,2h 0m,₹ 4203,25-Jan,New Delhi (DEL)
SpiceJet Ltd,12:40,14:40,2h 0m,₹ 4413,25-Jan,New Delhi (DEL)
Air India Express,17:50,22:15,4h 25m,₹ 6087,25-Jan,New Delhi (DEL)
Air India,06:00,07:40,1h 40m,₹ 3949,25-Jan,New Delhi (DEL)
Air India,07:55,09:45,1h 50m,₹ 3949,25-Jan,New Delhi (DEL)
Air India,12:00,13:50,1h 50m,₹ 3949,25-Jan,New Delhi (DEL)
Air India,15:25,17:20,1h 55m,₹ 3949,25-Jan,New Delhi (DEL)
Air India,17:30,19:25,1h 55m,₹ 3949,25-Jan,New Delhi (DEL)
Air India,22:00,00:25,2h 25m,₹ 5844,26-Jan,New Delhi (DEL)
Air India,22:30,00:55,2h 25m,₹ 5844,26-Jan,New Delhi (DEL)
Air India,23:00,01:25,2h 25m,₹ 5844,26-Jan,New Delhi (DEL)
Air India,21:30,23:55,2h 25m,₹ 6200,26-Jan,New Delhi (DEL)
Air India,21:00,23:20,2h 20m,₹ 6827,26-Jan,New Delhi (DEL)
Air India Express,20:10,22:35,2h 25m,₹ 6058,26-Jan,New Delhi (DEL)
Air India Express,22:45,12:00,13h 15m,₹ 7628,26-Jan,New Delhi (DEL)
Air India Express,22:15,11:05,12h 50m,₹ 9509,26-Jan,New Delhi (DEL)
Air India Express,19:00,00:25,5h 25m,₹ 10234,26-Jan,New Delhi (DEL)
Air India Express,19:00,11:05,16h 5m,₹ 11189,26-Jan,New Delhi (DEL)
IndiGo,22:15,00:50,2h 35m,₹ 5744,26-Jan,New Delhi (DEL)
IndiGo,23:30,02:05,2h 35m,₹ 5744,26-Jan,New Delhi (DEL)
IndiGo,19:10,00:15,5h 5m,₹ 5796,26-Jan,New Delhi (DEL)
IndiGo,19:00,21:25,2h 25m,₹ 6374,26-Jan,New Delhi (DEL)
IndiGo,21:00,23:25,2h 25m,₹ 6794,26-Jan,New Delhi (DEL)
SpiceJet Ltd,22:15,00:35,2h 20m,₹ 5608,27-Jan,New Delhi (DEL)
SpiceJet Ltd,21:05,23:30,2h 25m,₹ 5922,27-Jan,New Delhi (DEL)
IndiGo,06:40,08:45,2h 5m,₹ 4588,27-Jan,New Delhi (DEL)
IndiGo,11:45,13:35,1h 50m,₹ 5261,27-Jan,New Delhi (DEL)
IndiGo,00:30,02:45,2h 15m,₹ 5744,27-Jan,New Delhi (DEL)
IndiGo,04:00,06:20,2h 20m,₹ 5744,27-Jan,New Delhi (DEL)
IndiGo,05:00,07:15,2h 15m,₹ 5744,27-Jan,New Delhi (DEL)
Air India,03:30,05:55,2h 25m,₹ 5844,27-Jan,New Delhi (DEL)
Air India,05:25,07:50,2h 25m,₹ 5844,27-Jan,New Delhi (DEL)
Air India,23:00,01:25,2h 25m,₹ 5844,27-Jan,New Delhi (DEL)
Air India,06:25,08:45,2h 20m,₹ 5893,27-Jan,New Delhi (DEL)
Air India,09:30,12:00,2h 30m,₹ 5893,27-Jan,New Delhi (DEL)
Air India Express,05:20,12:00,6h 40m,₹ 5058,27-Jan,New Delhi (DEL)
Air India Express,22:45,12:00,13h 15m,₹ 5464,27-Jan,New Delhi (DEL)
SpiceJet Ltd,22:15,00:35,2h 20m,₹ 5608,27-Jan,New Delhi (DEL)
SpiceJet Ltd,06:15,08:20,2h 5m,₹ 5712,28-Jan,New Delhi (DEL)
Air India Express,08:05,10:30,2h 25m,₹ 5742,28-Jan,New Delhi (DEL)
IndiGo,06:40,08:45,2h 5m,₹ 5153,28-Jan,New Delhi (DEL)
IndiGo,11:45,14:00,2h 15m,₹ 5261,28-Jan,New Delhi (DEL)
IndiGo,00:30,02:45,2h 15m,₹ 5744,28-Jan,New Delhi (DEL)
IndiGo,04:00,06:20,2h 20m,₹ 5744,28-Jan,New Delhi (DEL)
IndiGo,05:00,07:15,2h 15m,₹ 5744,28-Jan,New Delhi (DEL)
Air India,00:05,02:25,2h 20m,₹ 5844,28-Jan,New Delhi (DEL)
Air India,03:30,05:55,2h 25m,₹ 5844,28-Jan,New Delhi (DEL)
Air India,05:25,07:50,2h 25m,₹ 5844,28-Jan,New Delhi (DEL)
Air India,21:00,23:20,2h 20m,₹ 5844,28-Jan,New Delhi (DEL)
Air India,21:30,23:55,2h 25m,₹ 5844,28-Jan,New Delhi (DEL)
Air India Express,22:45,12:00,13h 15m,₹ 5058,28-Jan,New Delhi (DEL)
Air India Express,08:05,10:30,2h 25m,₹ 5742,28-Jan,New Delhi (DEL)
Air India Express,20:10,22:35,2h 25m,₹ 5742,28-Jan,New Delhi (DEL)
Air India Express,05:50,12:10,6h 20m,₹ 7140,29-Jan,New Delhi (DEL)
Air India Express,05:00,17:25,12h 25m,₹ 7996,29-Jan,New Delhi (DEL)
SpiceJet Ltd,22:30,00:50,2h 20m,₹ 5398,29-Jan,New Delhi (DEL)
SpiceJet Ltd,06:30,08:35,2h 5m,₹ 5712,29-Jan,New Delhi (DEL)
SpiceJet Ltd,15:40,17:50,2h 10m,₹ 5712,29-Jan,New Delhi (DEL)
SpiceJet Ltd,21:20,23:45,2h 25m,₹ 5712,29-Jan,New Delhi (DEL)
SpiceJet Ltd,11:45,15:25,27h 40m,₹ 9112,29-Jan,New Delhi (DEL)
IndiGo,11:45,14:00,2h 15m,₹ 5261,29-Jan,New Delhi (DEL)
IndiGo,00:30,02:45,2h 15m,₹ 5744,29-Jan,New Delhi (DEL)
IndiGo,04:00,06:20,2h 20m,₹ 5744,29-Jan,New Delhi (DEL)
IndiGo,05:00,07:15,2h 15m,₹ 5744,29-Jan,New Delhi (DEL)
IndiGo,15:00,17:20,2h 20m,₹ 5744,29-Jan,New Delhi (DEL)
Air India Express,05:20,12:00,6h 40m,₹ 5058,29-Jan,New Delhi (DEL)
Air India Express,22:45,12:00,13h 15m,₹ 5058,29-Jan,New Delhi (DEL)
Air India Express,20:10,22:35,2h 25m,₹ 6058,29-Jan,New Delhi (DEL)
Air India Express,13:50,19:05,5h 15m,₹ 7140,29-Jan,New Delhi (DEL)
Air India Express,19:10,11:05,15h 55m,₹ 7996,29-Jan,New Delhi (DEL)
Air India,03:30,05:55,2h 25m,₹ 5844,29-Jan,New Delhi (DEL)
Air India,05:25,07:50,2h 25m,₹ 5844,29-Jan,New Delhi (DEL)
Air India,16:00,18:35,2h 35m,₹ 5893,29-Jan,New Delhi (DEL)
Air India,16:30,19:00,2h 30m,₹ 5893,31-Jan,New Delhi (DEL)
Air India,17:05,19:35,2h 30m,₹ 5893,31-Jan,New Delhi (DEL)
SpiceJet Ltd,22:30,00:50,2h 20m,₹ 5608,31-Jan,New Delhi (DEL)
SpiceJet Ltd,20:30,22:50,2h 20m,₹ 5712,31-Jan,New Delhi (DEL)
SpiceJet Ltd,15:40,17:50,2h 10m,₹ 5922,31-Jan,New Delhi (DEL)
SpiceJet Ltd,06:30,08:35,2h 5m,₹ 6132,31-Jan,New Delhi (DEL)
SpiceJet Ltd,10:30,22:55,12h 25m,₹ 7140,31-Jan,New Delhi (DEL)
IndiGo,08:20,10:25,2h 5m,₹ 4838,31-Jan,New Delhi (DEL)
IndiGo,00:30,02:45,2h 15m,₹ 5744,31-Jan,New Delhi (DEL)
IndiGo,04:00,06:20,2h 20m,₹ 5744,31-Jan,New Delhi (DEL)
IndiGo,05:00,07:15,2h 15m,₹ 5744,31-Jan,New Delhi (DEL)
IndiGo,06:05,08:15,2h 10m,₹ 5744,31-Jan,New Delhi (DEL)
Air India,00:05,02:25,2h 20m,₹ 6200,31-Jan,New Delhi (DEL)
Air India,16:30,19:00,2h 30m,₹ 6200,31-Jan,New Delhi (DEL)
Air India,17:05,19:35,2h 30m,₹ 6200,31-Jan,New Delhi (DEL)
Air India,22:00,00:25,2h 25m,₹ 6200,31-Jan,New Delhi (DEL)
Air India,22:30,00:55,2h 25m,₹ 6200,31-Jan,New Delhi (DEL)
Air India Express,22:45,12:00,13h 15m,₹ 5464,31-Jan,New Delhi (DEL)
Air India Express,05:50,12:10,6h 20m,₹ 5900,31-Jan,New Delhi (DEL)
Air India Express,08:05,10:30,2h 25m,₹ 6792,31-Jan,New Delhi (DEL)
Air India Express,20:10,22:35,2h 25m,₹ 6792,31-Jan,New Delhi (DEL)
Air India Express,05:50,20:30,14h 40m,₹ 8216,31-Jan,New Delhi (DEL)
SpiceJet Ltd,22:30,00:50,2h 20m,₹ 5608,31-Jan,New Delhi (DEL)
SpiceJet Ltd,06:30,08:35,2h 5m,₹ 5712,31-Jan,New Delhi (DEL)
SpiceJet Ltd,15:40,17:50,2h 10m,₹ 5712,31-Jan,New Delhi (DEL)
SpiceJet Ltd,20:30,22:50,2h 20m,₹ 5922,15-Jan,New Delhi (DEL)
IndiGo,08:20,10:25,2h 5m,₹ 5468,15-Jan,New Delhi (DEL)
IndiGo,00:30,02:45,2h 15m,₹ 5744,15-Jan,New Delhi (DEL)
IndiGo,04:00,06:20,2h 20m,₹ 5744,15-Jan,New Delhi (DEL)
IndiGo,05:00,07:05,2h 5m,₹ 5744,15-Jan,New Delhi (DEL)
IndiGo,06:05,08:15,2h 10m,₹ 5744,15-Jan,New Delhi (DEL)
Air India,00:05,02:25,2h 20m,₹ 5844,15-Jan,New Delhi (DEL)
Air India,22:30,00:55,2h 25m,₹ 5844,15-Jan,New Delhi (DEL)
Air India,23:00,01:25,2h 25m,₹ 5844,15-Jan,New Delhi (DEL)
Air India,16:30,19:00,2h 30m,₹ 6501,15-Jan,New Delhi (DEL)
Air India,17:05,19:35,2h 30m,₹ 6501,15-Jan,New Delhi (DEL)
Air India Express,05:50,12:10,6h 20m,₹ 6080,15-Jan,New Delhi (DEL)
Air India Express,22:45,12:00,13h 15m,₹ 6080,15-Jan,New Delhi (DEL)
Air India Express,05:50,20:30,14h 40m,₹ 6324,15-Jan,New Delhi (DEL)
Air India Express,13:50,19:05,5h 15m,₹ 6703,15-Jan,New Delhi (DEL)
Air India Express,20:10,22:35,2h 25m,₹ 7212,15-Jan,New Delhi (DEL)
SpiceJet Ltd,22:30,00:50,2h 20m,₹ 5608,15-Jan,New Delhi (DEL)
SpiceJet Ltd,15:40,17:50,2h 10m,₹ 5712,15-Jan,New Delhi (DEL)
SpiceJet Ltd,06:30,08:35,2h 5m,₹ 5922,15-Jan,New Delhi (DEL)
SpiceJet Ltd,20:30,22:50,2h 20m,₹ 6658,15-Jan,New Delhi (DEL)
SpiceJet Ltd,13:40,15:25,25h 45m,₹ 8276,16-Jan,New Delhi (DEL)
IndiGo,00:30,02:45,2h 15m,₹ 5744,16-Jan,New Delhi (DEL)
IndiGo,04:00,06:20,2h 20m,₹ 5744,16-Jan,New Delhi (DEL)
IndiGo,05:00,07:15,2h 15m,₹ 5744,16-Jan,New Delhi (DEL)
IndiGo,06:05,08:15,2h 10m,₹ 5744,16-Jan,New Delhi (DEL)
IndiGo,04:40,09:50,5h 10m,₹ 5796,16-Jan,New Delhi (DEL)
Air India,03:30,05:55,2h 25m,₹ 5844,16-Jan,New Delhi (DEL)
Air India,23:00,01:25,2h 25m,₹ 7228,16-Jan,New Delhi (DEL)
Air India,22:00,00:25,2h 25m,₹ 7730,16-Jan,New Delhi (DEL)
Air India,22:30,00:55,2h 25m,₹ 7730,16-Jan,New Delhi (DEL)
Air India,14:25,18:05,3h 40m,₹ 8357,16-Jan,New Delhi (DEL)
Air India Express,05:20,12:00,6h 40m,₹ 6080,16-Jan,New Delhi (DEL)
Air India Express,22:45,12:00,13h 15m,₹ 6080,16-Jan,New Delhi (DEL)
Air India Express,05:50,20:30,14h 40m,₹ 6673,16-Jan,New Delhi (DEL)
Air India Express,05:50,12:10,6h 20m,₹ 7697,16-Jan,New Delhi (DEL)
Air India Express,08:05,10:30,2h 25m,₹ 8682,17-Jan,New Delhi (DEL)
SpiceJet Ltd,20:30,22:50,2h 20m,₹ 5922,17-Jan,New Delhi (DEL)
SpiceJet Ltd,06:30,08:35,2h 5m,₹ 6132,17-Jan,New Delhi (DEL)
SpiceJet Ltd,15:40,17:50,2h 10m,₹ 6658,17-Jan,New Delhi (DEL)
SpiceJet Ltd,13:45,17:35,3h 50m,₹ 9124,17-Jan,New Delhi (DEL)
SpiceJet Ltd,13:40,15:25,25h 45m,₹ 9253,17-Jan,New Delhi (DEL)
IndiGo,00:30,02:45,2h 15m,₹ 5744,17-Jan,New Delhi (DEL)
IndiGo,04:00,06:20,2h 20m,₹ 5744,17-Jan,New Delhi (DEL)
IndiGo,05:00,07:15,2h 15m,₹ 5744,17-Jan,New Delhi (DEL)
IndiGo,17:00,19:25,2h 25m,₹ 5744,17-Jan,New Delhi (DEL)
IndiGo,18:00,20:25,2h 25m,₹ 5744,17-Jan,New Delhi (DEL)
Air India,21:00,23:20,2h 20m,₹ 5844,17-Jan,New Delhi (DEL)
Air India,21:30,23:55,2h 25m,₹ 5844,17-Jan,New Delhi (DEL)
Air India,22:00,00:25,2h 25m,₹ 5844,17-Jan,New Delhi (DEL)
Air India,22:30,00:55,2h 25m,₹ 5844,17-Jan,New Delhi (DEL)
Air India,23:00,01:25,2h 25m,₹ 5844,17-Jan,New Delhi (DEL)
Air India Express,20:10,22:35,2h 25m,₹ 5742,17-Jan,New Delhi (DEL)
Air India Express,22:45,12:00,13h 15m,₹ 6080,17-Jan,New Delhi (DEL)
Air India Express,05:50,12:10,6h 20m,₹ 9461,17-Jan,New Delhi (DEL)
Air India Express,17:25,23:50,6h 25m,₹ 9461,17-Jan,New Delhi (DEL)
Air India Express,08:05,10:30,2h 25m,₹ 9838,19-Jan,New Delhi (DEL)
SpiceJet Ltd,22:30,00:50,2h 20m,₹ 4699,19-Jan,New Delhi (DEL)
SpiceJet Ltd,20:30,22:50,2h 20m,₹ 5922,19-Jan,New Delhi (DEL)
SpiceJet Ltd,06:30,08:35,2h 5m,₹ 9124,19-Jan,New Delhi (DEL)
SpiceJet Ltd,13:40,15:25,25h 45m,₹ 10387,19-Jan,New Delhi (DEL)
SpiceJet Ltd,13:45,17:35,3h 50m,₹ 10594,19-Jan,New Delhi (DEL)
IndiGo,00:30,02:45,2h 15m,₹ 5744,19-Jan,New Delhi (DEL)
IndiGo,04:00,06:20,2h 20m,₹ 5744,19-Jan,New Delhi (DEL)
IndiGo,05:00,07:15,2h 15m,₹ 5744,19-Jan,New Delhi (DEL)
IndiGo,06:05,08:15,2h 10m,₹ 5744,19-Jan,New Delhi (DEL)
IndiGo,07:05,09:15,2h 10m,₹ 5744,19-Jan,New Delhi (DEL)
Air India,17:05,19:35,2h 30m,₹ 4798,19-Jan,New Delhi (DEL)
Air India,17:30,20:00,2h 30m,₹ 4798,19-Jan,New Delhi (DEL)
Air India,00:05,02:25,2h 20m,₹ 5844,19-Jan,New Delhi (DEL)
Air India,21:00,23:20,2h 20m,₹ 5844,19-Jan,New Delhi (DEL)
Air India,21:30,23:55,2h 25m,₹ 5844,19-Jan,New Delhi (DEL)
Air India Express,08:05,10:30,2h 25m,₹ 4699,19-Jan,New Delhi (DEL)
Air India Express,20:10,22:35,2h 25m,₹ 5742,19-Jan,New Delhi (DEL)
Air India Express,05:20,12:00,6h 40m,₹ 6080,19-Jan,New Delhi (DEL)
Air India Express,22:45,12:00,13h 15m,₹ 6080,19-Jan,New Delhi (DEL)
Air India Express,05:50,12:10,6h 20m,₹ 6703,21-Jan,New Delhi (DEL)
SpiceJet Ltd,06:30,08:35,2h 5m,₹ 4699,21-Jan,New Delhi (DEL)
SpiceJet Ltd,20:30,22:50,2h 20m,₹ 6132,21-Jan,New Delhi (DEL)
SpiceJet Ltd,22:30,00:50,2h 20m,₹ 6394,21-Jan,New Delhi (DEL)
SpiceJet Ltd,13:40,15:25,25h 45m,₹ 11117,21-Jan,New Delhi (DEL)
SpiceJet Ltd,15:40,17:50,2h 10m,₹ 13744,21-Jan,New Delhi (DEL)
IndiGo,11:45,14:00,2h 15m,₹ 5261,21-Jan,New Delhi (DEL)
IndiGo,04:00,06:20,2h 20m,₹ 5744,21-Jan,New Delhi (DEL)
IndiGo,05:00,07:15,2h 15m,₹ 5744,21-Jan,New Delhi (DEL)
IndiGo,07:05,09:15,2h 10m,₹ 5744,21-Jan,New Delhi (DEL)
IndiGo,08:00,10:10,2h 10m,₹ 5744,21-Jan,New Delhi (DEL)
Air India,03:30,05:55,2h 25m,₹ 5844,21-Jan,New Delhi (DEL)
Air India,21:30,23:55,2h 25m,₹ 5844,21-Jan,New Delhi (DEL)
Air India,22:00,00:25,2h 25m,₹ 5844,21-Jan,New Delhi (DEL)
Air India,22:30,00:55,2h 25m,₹ 5844,21-Jan,New Delhi (DEL)
Air India,23:00,01:25,2h 25m,₹ 5844,21-Jan,New Delhi (DEL)
Air India Express,20:10,22:35,2h 25m,₹ 5742,21-Jan,New Delhi (DEL)
Air India Express,05:50,20:30,14h 40m,₹ 6080,21-Jan,New Delhi (DEL)
Air India Express,05:00,17:25,12h 25m,₹ 6703,21-Jan,New Delhi (DEL)
Air India Express,08:05,10:30,2h 25m,₹ 7212,21-Jan,New Delhi (DEL)
Air India Express,05:50,12:10,6h 20m,₹ 7819,22-Jan,New Delhi (DEL)
SpiceJet Ltd,06:30,08:35,2h 5m,₹ 4699,22-Jan,New Delhi (DEL)
SpiceJet Ltd,20:30,22:50,2h 20m,₹ 4699,22-Jan,New Delhi (DEL)
SpiceJet Ltd,22:30,00:50,2h 20m,₹ 4699,22-Jan,New Delhi (DEL)
SpiceJet Ltd,15:40,17:50,2h 10m,₹ 6560,22-Jan,New Delhi (DEL)
SpiceJet Ltd,13:40,15:25,25h 45m,₹ 9235,22-Jan,New Delhi (DEL)
Air India,03:30,05:55,2h 25m,₹ 4749,22-Jan,New Delhi (DEL)
Air India,23:00,01:25,2h 25m,₹ 4749,22-Jan,New Delhi (DEL)
Air India,06:25,08:45,2h 20m,₹ 4798,22-Jan,New Delhi (DEL)
Air India,07:05,09:15,2h 10m,₹ 4798,22-Jan,New Delhi (DEL)
Air India,09:00,11:20,2h 20m,₹ 4798,22-Jan,New Delhi (DEL)
Air India,23:55,07:30,7h 35m,₹ 14568,22-Jan,Mumbai (BOM)
IndiGo,00:20,06:55,6h 35m,₹ 4276,22-Jan,Mumbai (BOM)
IndiGo,02:45,06:55,4h 10m,₹ 4276,22-Jan,Mumbai (BOM)
IndiGo,12:20,22:35,10h 15m,₹ 4276,22-Jan,Mumbai (BOM)
IndiGo,16:55,22:35,5h 40m,₹ 4276,22-Jan,Mumbai (BOM)
IndiGo,16:55,00:20,7h 25m,₹ 4276,22-Jan,Mumbai (BOM)
Air India,11:20,12:40,1h 20m,₹ 8318,22-Jan,Mumbai (BOM)
Air India,13:05,14:20,1h 15m,₹ 8318,22-Jan,Mumbai (BOM)
Air India,15:30,16:50,1h 20m,₹ 8318,22-Jan,Mumbai (BOM)
Air India,19:30,20:50,1h 20m,₹ 8318,23-Jan,Mumbai (BOM)
Air India,08:30,18:40,10h 10m,₹ 15661,23-Jan,Mumbai (BOM)
SpiceJet Ltd,20:40,21:55,1h 15m,₹ 5013,23-Jan,Mumbai (BOM)
SpiceJet Ltd,15:50,17:05,1h 15m,₹ 5885,23-Jan,Mumbai (BOM)
Air India Express,17:50,18:55,1h 5m,₹ 7266,23-Jan,Mumbai (BOM)
Air India Express,12:00,13:15,1h 15m,₹ 8501,23-Jan,Mumbai (BOM)
IndiGo,00:20,06:55,6h 35m,₹ 4276,23-Jan,Mumbai (BOM)
IndiGo,02:45,06:55,4h 10m,₹ 4276,23-Jan,Mumbai (BOM)
IndiGo,02:45,12:30,9h 45m,₹ 6743,23-Jan,Mumbai (BOM)
IndiGo,06:50,12:30,5h 40m,₹ 6743,23-Jan,Mumbai (BOM)
IndiGo,06:50,13:50,7h 0m,₹ 7890,23-Jan,Mumbai (BOM)
SpiceJet Ltd,16:05,17:20,1h 15m,₹ 7564,23-Jan,Mumbai (BOM)
SpiceJet Ltd,20:55,22:10,1h 15m,₹ 7564,23-Jan,Mumbai (BOM)
Air India Express,17:50,18:55,1h 5m,₹ 8212,23-Jan,Mumbai (BOM)
Air India Express,12:00,13:15,1h 15m,₹ 8314,23-Jan,Mumbai (BOM)
Air India,13:05,14:20,1h 15m,₹ 8318,23-Jan,Mumbai (BOM)
IndiGo,04:20,05:30,1h 10m,₹ 8318,23-Jan,Mumbai (BOM)
IndiGo,16:50,18:15,1h 25m,₹ 8318,23-Jan,Mumbai (BOM)
IndiGo,20:55,22:10,1h 15m,₹ 8318,23-Jan,Mumbai (BOM)
IndiGo,22:15,23:25,1h 10m,₹ 8318,23-Jan,Mumbai (BOM)
IndiGo,19:20,20:25,1h 5m,₹ 8743,24-Jan,Mumbai (BOM)
Air India,15:30,16:50,1h 20m,₹ 8318,24-Jan,Mumbai (BOM)
Air India Express,17:50,18:55,1h 5m,₹ 8501,24-Jan,Mumbai (BOM)
Air India,15:25,20:20,4h 55m,₹ 15633,24-Jan,Mumbai (BOM)
IndiGo,21:45,06:55,9h 10m,₹ 6332,24-Jan,Mumbai (BOM)
IndiGo,22:15,23:25,1h 10m,₹ 6533,24-Jan,Mumbai (BOM)
IndiGo,23:45,00:50,1h 5m,₹ 6748,24-Jan,Mumbai (BOM)
IndiGo,19:20,20:25,1h 5m,₹ 7063,24-Jan,Mumbai (BOM)
IndiGo,20:55,22:10,1h 15m,₹ 7373,24-Jan,Mumbai (BOM)
SpiceJet Ltd,20:55,22:10,1h 15m,₹ 8186,24-Jan,Mumbai (BOM)
Air India Express,17:50,18:55,1h 5m,₹ 8314,24-Jan,Mumbai (BOM)
Air India,19:30,20:50,1h 20m,₹ 8318,24-Jan,Mumbai (BOM)
Air India Express,12:00,13:15,1h 15m,₹ 8501,24-Jan,Mumbai (BOM)
IndiGo,20:55,22:10,1h 15m,₹ 2799,24-Jan,Mumbai (BOM)
IndiGo,22:15,23:25,1h 10m,₹ 2799,24-Jan,Mumbai (BOM)
IndiGo,23:45,00:50,1h 5m,₹ 3420,24-Jan,Mumbai (BOM)
IndiGo,16:00,17:05,1h 5m,₹ 3863,24-Jan,Mumbai (NMI)
IndiGo,04:20,05:30,1h 10m,₹ 4013,24-Jan,Mumbai (BOM)
Air India,19:30,20:50,1h 20m,₹ 3810,24-Jan,Mumbai (BOM)
Air India,05:10,06:20,1h 10m,₹ 4749,24-Jan,Mumbai (BOM)
Air India,11:20,12:40,1h 20m,₹ 8318,25-Jan,Mumbai (BOM)
Air India,13:05,14:20,1h 15m,₹ 8318,25-Jan,Mumbai (BOM)
Air India,08:00,18:40,10h 40m,₹ 15612,25-Jan,Mumbai (BOM)
SpiceJet Ltd,20:55,22:10,1h 15m,₹ 3000,25-Jan,Mumbai (BOM)
Air India Express,17:50,18:55,1h 5m,₹ 3436,25-Jan,Mumbai (BOM)
SpiceJet Ltd,16:05,17:20,1h 15m,₹ 3458,25-Jan,Mumbai (BOM)
Air India Express,12:00,13:15,1h 15m,₹ 5703,25-Jan,Mumbai (BOM)
Air India,19:30,20:50,1h 20m,₹ 3359,25-Jan,Mumbai (BOM)
Air India,05:10,06:20,1h 10m,₹ 6896,25-Jan,Mumbai (BOM)
Air India,13:05,14:20,1h 15m,₹ 6896,25-Jan,Mumbai (BOM)
Air India,15:30,16:50,1h 20m,₹ 6896,25-Jan,Mumbai (BOM)
Air India,11:20,12:40,1h 20m,₹ 8318,25-Jan,Mumbai (BOM)
IndiGo,20:55,22:10,1h 15m,₹ 2799,25-Jan,Mumbai (BOM)
IndiGo,22:15,23:25,1h 10m,₹ 3182,25-Jan,Mumbai (BOM)
IndiGo,23:45,00:50,1h 5m,₹ 3747,25-Jan,Mumbai (BOM)
IndiGo,00:20,06:55,6h 35m,₹ 4276,25-Jan,Mumbai (BOM)
IndiGo,02:45,06:55,4h 10m,₹ 4276,25-Jan,Mumbai (BOM)
SpiceJet Ltd,20:55,22:10,1h 15m,₹ 2844,25-Jan,Mumbai (BOM)
Air India Express,17:50,18:55,1h 5m,₹ 3436,25-Jan,Mumbai (BOM)
Air India Express,12:00,13:15,1h 15m,₹ 8212,25-Jan,Mumbai (BOM)
Air India,04:30,07:19,2h 49m,₹ 7171,27-Jan,New Delhi (DEL)
Air India,06:35,09:24,2h 49m,₹ 7171,27-Jan,New Delhi (DEL)
Air India,08:35,11:20,2h 45m,₹ 7171,27-Jan,New Delhi (DEL)
Air India,15:30,18:15,2h 45m,₹ 7171,27-Jan,New Delhi (DEL)
Air India,07:00,09:44,2h 44m,₹ 7221,27-Jan,New Delhi (DEL)
Air India Express,06:55,13:00,6h 5m,₹ 6088,31-Jan,New Delhi (DEL)
